Cod Municipio;MSAN01;MSAN021;MSAN022;MSAN023;MSAN024;MSAN025;MSAN026;MSAN04;MSAN041;MSAN042A;MSAN042B;MSAN043A;MSAN043B;MSAN05;MSAN051A;MSAN051B;MSAN052;MSAN061;MSAN062;MSAN063;MSAN064;MSAN07;MSAN08;MSAN091;MSAN092;MSAN093;MSAN10;MSAN1011;MSAN1012;MSAN1013;MSAN1014;MSAN1015;MSAN1016;MSAN1017;MSAN1018;MSAN11;MSAN121;MSAN122;MSAN123;MSAN124;MSAN125;MSAN126;MSAN127;MSAN128;MSAN129;MSAN1210;MSAN1211;MSAN13;MSAN14;MSAN15;MSAN16;MSAN171;MSAN17111;MSAN17112;MSAN17113;MSAN172;MSAN17211;MSAN17212;MSAN17213;MSAN173;MSAN17311;MSAN17312;MSAN17313;MSAN174;MSAN17411;MSAN17412;MSAN17413;MSAN175;MSAN17511;MSAN17512;MSAN17513;MSAN176;MSAN17611;MSAN17612;MSAN17613;MSAN177;MSAN17711;MSAN17712;MSAN17713;MSAN178;MSAN17811;MSAN17812;MSAN17813;MSAN179;MSAN17911;MSAN17912;MSAN17913;MSAN1710;MSAN171011;MSAN171012;MSAN171013;MSAN1711;MSAN171111;MSAN171112;MSAN171113;MSAN1712;MSAN171211;MSAN171212;MSAN171213;MSAN1713;MSAN171311;MSAN171312;MSAN171313;MSAN171314;MSAN171321;MSAN171322;MSAN171323;MSAN1714;MSAN171411;MSAN171412;MSAN171413;MSAN171414;MSAN171415;MSAN171421;MSAN171422;MSAN171423;MSAN1715
1100015;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Sim;643;2003;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Não;2;12;-;-;Sim;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não
1100023;Secretaria em conjunto com outras políticas setoriais;Não;Sim;Não;Não;Não;Não;Possui lei;1162;12;2005;-;-;Sim;1162;2005;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;8;24;-;-;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;secretaria de agricultura;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não
1100031;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Sim;Não;Sim;Não;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Sim;Não
1100049;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Sim;1582;2003;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;5;12;Não;Sim;-;Não;-;-;-;-;-;-;-;-;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;secretaria de agriculutra;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não
1100056;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não
1100064;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
1100072;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não
1100080;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;SEC MUNICIPAL DE EDUCAÇÃO CULTURA ESPORTE E LAZER;Sim;Não;Sim;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
1100098;Setor subordinado a outra secretaria;Não;Sim;Não;Não;Não;Não;Possui lei;1597;9;2011;-;-;Sim;880;2004;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Não;Não;0;12;-;-;Sim;Não;-;-;-;-;-;-;-;-;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;secretaria de agricultura industria e comercio;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não
1100106;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim
1100114;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não
1100122;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Sim;1283;2003;Paritário;Sim;Sim;Sim;Não;8;16;-;-;Sim;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não
1100130;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não
1100148;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não
1100155;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não
1100189;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Sim;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não
1100205;Secretaria em conjunto com outras políticas setoriais;Sim;Não;Não;Não;Não;Não;Não possui;-;-;-;-;-;Sim;286;2007;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;10;18;Não;Sim;-;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não
1100254;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
1100262;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não
1100288;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
1100296;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;-;-;-;-;-;-;-;-;Não
1100304;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;4000;1;2014;-;-;Sim;13508;2008;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Sim;12;24;Sim;Não;-;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Não;-;-;-;-;-;-;-;-;Não
1100320;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
1100338;Não possui estrutura;-;-;-;-;-;-;Possui lei;814;6;2011;-;-;Sim;814;2011;2/3 sociedade civil  e 1/3 governo;Não;Sim;Não;Não;4;12;-;-;Sim;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não
1100346;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
1100379;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;796;9;2014;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não
1100403;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não
1100452;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Sim;181;2003;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Não;Não;0;12;-;-;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não
1100502;Setor subordinado a outra secretaria;Sim;Sim;Sim;Não;Não;Não;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
1100601;Não possui estrutura;-;-;-;-;-;-;Possui lei;512;12;2011;-;-;Sim;512;2011;2/3 sociedade civil  e 1/3 governo;Sim;Sim;Sim;Sim;2;7;-;-;Sim;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
1100700;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
1100809;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
1100908;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não
1100924;Setor subordinado a outra secretaria;Não;Não;Não;Não;Não;Sim;Não possui;-;-;-;-;-;Sim;188;2011;Outra;Não;Sim;Não;Sim;0;14;-;-;Sim;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;-;-;-;-;-;-;-;-;Não
1100940;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não
1101005;Secretaria em conjunto com outras políticas setoriais;Não;Não;Não;Não;Não;Sim;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Sim;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não
1101104;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
1101203;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;Não
1101302;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;-;-;-;-;-;-;-;-;Não
1101401;Setor subordinado a outra secretaria;Sim;Não;Não;Não;Não;Não;Possui lei;221;5;2004;-;-;Sim;221;2004;2/3 sociedade civil  e 1/3 governo;Sim;Não;Não;Não;0;20;-;-;Sim;Não;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Não;Não;-;-;-;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não
1101435;Não possui estrutura;-;-;-;-;-;-;Não possui;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não;-;-;-;-;-;-;-;-;-;-;-;;-;Não;Não;Sim;Sim;Não;Não;Não;-;-;-;Não;-;-;-;Sim;Não;Não;Sim;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Não;-;-;-;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não
